% mention
@RELATION men

@ATTRIBUTE m_type {N, PR, NULL}
@ATTRIBUTE m1_type {N, PR, NULL}
@ATTRIBUTE gn {MASC, FEM, NULL}
@ATTRIBUTE gn1 {MASC, FEM, NULL}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL

@DATA
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,13,0,0
PR,PR,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,14,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,15,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,16,0,0
PR,N,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,17,0,0
PR,PR,NULL,FEM,NULL,NULL,?,SING,CASE=NO,CASE=NO,NO,NO,71,18,0,0
PR,PR,NULL,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,40,19,0,0
PR,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,26,20,0,0
PR,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,29,21,0,0
PR,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,22,0,0
PR,N,FEM,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,14,23,0,0
PR,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,24,0,0
PR,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,25,0,0
PR,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,26,0,0
PR,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,19,27,0,0
PR,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,28,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,29,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,30,0,0
PR,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,31,0,0
PR,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,38,32,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,33,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,34,0,0
PR,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,35,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,36,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,67,37,0,0
PR,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,38,0,0
PR,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,39,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,40,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,46,41,0,0
PR,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,47,42,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,94,1,0,0
PR,PR,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,94,2,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,94,3,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,94,4,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,94,5,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,6,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,7,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,8,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,9,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,94,10,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,11,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,12,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,94,13,0,0
PR,PR,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,14,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,15,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,16,0,0
PR,N,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,17,0,0
PR,PR,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,18,0,0
PR,PR,NULL,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,19,0,0
PR,N,MASC,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,19,20,0,0
PR,N,MASC,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,32,21,0,0
PR,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,22,0,0
PR,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,33,23,0,0
PR,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,29,24,0,0
PR,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,29,25,0,0
PR,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,25,26,0,0
PR,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,12,27,0,0
PR,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,17,28,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,17,29,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,30,30,0,0
PR,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=YES,NO,NO,17,31,0,0
PR,N,MASC,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,31,32,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,28,33,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,8,34,0,0
PR,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,21,35,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,24,36,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,31,37,0,0
PR,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,29,38,0,0
PR,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,34,39,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,34,40,0,0
PR,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,17,41,0,0
PR,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,21,42,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,88,1,0,0
N,PR,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,88,2,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,3,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,88,4,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,5,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,6,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,7,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,8,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,9,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,88,10,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,11,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,12,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,13,0,0
N,PR,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,88,14,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,15,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,16,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,17,0,0
N,PR,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,18,0,0
N,PR,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,83,19,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,96,20,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,19,21,0,0
N,N,FEM,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,19,22,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,33,23,0,0
N,N,FEM,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,40,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,40,25,0,0
N,PR,NULL,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,13,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,37,27,0,0
N,PR,NULL,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,20,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,20,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,36,30,0,0
N,PR,NULL,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,27,31,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,42,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,17,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,27,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,17,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,20,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,19,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,30,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,34,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,49,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,20,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,24,42,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,1,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,2,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,3,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,4,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,5,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,6,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,7,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,8,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,9,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,10,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,11,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,12,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,13,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,14,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,15,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,16,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,17,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,18,0,0
N,PR,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,19,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,86,20,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,71,21,0,0
N,N,FEM,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,32,22,0,0
N,N,FEM,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,18,23,0,0
N,N,FEM,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,35,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,35,25,0,0
N,PR,NULL,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,62,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,29,27,0,0
N,PR,NULL,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,31,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,46,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,50,30,0,0
N,PR,NULL,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,31,31,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,29,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,31,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,35,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,27,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,22,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,33,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,31,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,35,42,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,1,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,2,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,3,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,4,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,5,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,6,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,7,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,8,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,9,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,10,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,11,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,12,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,13,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,14,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,15,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,16,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,17,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,18,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,19,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,20,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,83,21,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,89,22,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,33,23,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,24,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,25,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,26,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,27,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,28,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,29,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,37,30,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,31,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,38,32,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,34,33,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,34,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,41,35,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,41,36,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,37,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,38,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,34,39,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,40,40,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,41,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,50,42,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,1,0,0
N,PR,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,2,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,3,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,4,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,5,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,6,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,7,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,8,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,9,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,10,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,11,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,12,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,89,13,0,0
N,PR,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,14,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,15,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,16,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,17,0,0
N,PR,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,18,0,0
N,PR,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,19,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,20,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,21,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,92,22,0,0
N,N,FEM,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,97,23,0,0
N,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,34,24,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,26,25,0,0
N,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,19,26,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,16,27,0,0
N,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,19,28,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,9,29,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,22,30,0,0
N,PR,NULL,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,14,31,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,PLUR,CASE=NO,CASE=NO,NO,NO,39,32,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,12,33,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,14,34,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,21,35,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,26,36,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,18,37,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,36,38,0,0
N,N,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,15,39,0,0
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,22,40,0,0
